,0
596,91.09964
597,60.950806
598,40.057575
599,40.033764
600,50.80916
601,107.50034
602,359.70953
603,395.9485
604,342.66956
605,318.16306
606,309.30243
607,291.95844
608,276.27652
609,282.56995
610,248.87369
611,233.75826
612,272.6072
613,321.62238
614,305.53134
615,309.82895
616,265.69183
617,183.0156
618,163.61925
619,127.597855
620,95.693756
621,44.480137
622,27.631382
623,28.992702
624,49.353043
625,95.42828
626,280.29364
627,172.30092
628,167.29037
629,159.83467
630,142.37492
631,128.2881
632,119.19741
633,139.36205
634,121.12146
635,128.62682
636,130.29279
637,200.05003
638,143.83194
639,150.7926
640,131.7086
641,91.15296
642,66.346756
643,41.2205
644,40.6929
645,30.095823
646,25.031118
647,21.269424
648,29.573778
649,52.86467
650,83.09666
651,127.24092
652,121.53232
653,157.48734
654,124.438156
655,109.19054
656,117.998
657,102.71313
658,108.59523
659,101.743744
660,127.02437
661,131.08243
662,96.3421
663,88.87279
664,68.7955
665,49.10209
666,62.892887
667,63.344154
668,32.676918
669,23.958874
670,23.797535
671,15.731104
672,25.431074
673,41.774914
674,50.58699
675,61.347115
676,71.919426
677,74.967705
678,65.16147
679,61.220898
680,63.228992
681,66.50092
682,68.13986
683,74.21447
684,73.73515
685,81.687965
686,88.597374
687,61.126057
688,61.662094
689,59.401134
690,55.781975
691,69.585976
692,60.069996
693,37.02049
694,22.80561
695,30.672304
696,47.974564
697,126.154884
698,379.58847
699,379.1888
700,350.98224
701,323.36508
702,300.49228
703,276.17358
704,187.19232
705,228.05093
706,281.17664
707,229.97078
708,217.04019
709,199.38162
710,326.4987
711,311.42355
712,293.22852
713,227.19572
714,138.56915
715,87.91339
716,46.285202
717,37.464466
718,25.445953
719,29.958202
720,62.21826
721,112.957596
722,371.39502
723,424.73856
724,375.55978
725,371.41882
726,340.4705
727,309.31848
728,330.73755
729,293.9619
730,263.8813
731,248.75223
732,295.52222
733,323.59683
734,375.88702
735,316.15204
736,275.21164
737,184.05977
738,129.01051
739,92.84219
740,71.04471
741,43.801647
742,29.604534
743,25.290281
744,51.60182
745,110.05215
746,368.07028
747,439.89703
748,403.58258
749,373.48096
750,351.51498
751,307.1045
752,306.11966
753,310.45276
754,273.2427
755,293.66046
756,309.23096
757,292.92374
758,363.32584
759,332.08707
760,288.12833
761,210.97086
762,132.22429
763,87.736176
764,65.12666
765,42.55601
766,27.931696
767,32.742348
768,53.82795
769,110.81353
770,354.65485
771,435.30264
772,371.56366
773,363.14978
774,354.56198
775,310.96985
776,292.46146
